,Stimulus,Stdev,Subtokens
8670,pronkstuk,1.547598697464902,"[['pro', '##n', '##k', '##st', '##uk'], ['pro', '##n', '##ks', '##tu', '##k'], ['pro', '##n', '##ks', '##tu', '##k'], ['pro', '##n', '##ks', '##tu', '##k'], ['pro', '##n', '##ks', '##tu', '##k'], ['pronk', '##stuk'], ['pronkstuk'], ['pronk', '##stuk'], ['pron', '##ks', '##tu', '##k']]"
1761,crèches,1.5234788000891208,"[['c', '##r', '##è', '##ch', '##es'], ['c', '##r', '##è', '##che', '##s'], ['c', '##r', '##è', '##che', '##s'], ['crèche', '##s'], ['crè', '##ches'], ['crèche', '##s'], ['crèches'], ['crèche', '##s'], ['crèche', '##s']]"
8345,playboys,1.5234788000891208,"[['pl', '##a', '##y', '##b', '##o', '##y', '##s'], ['pl', '##ay', '##bo', '##ys'], ['play', '##bo', '##ys'], ['play', '##bo', '##ys'], ['play', '##bo', '##ys'], ['play', '##boys'], ['play', '##boys'], ['play', '##boys'], ['play', '##boys']]"
957,blauwdruk,1.5234788000891206,"[['bl', '##a', '##uw', '##d', '##ru', '##k'], ['blauw', '##druk'], ['blauw', '##druk'], ['blauwdruk'], ['blauw', '##druk'], ['blauwdruk'], ['blauwdruk'], ['blauwdruk'], ['blauwdruk']]"
5800,kopgroep,1.5234788000891206,"[['ko', '##p', '##g', '##ro', '##e', '##p'], ['kop', '##groep'], ['kop', '##groep'], ['kopgroep'], ['kop', '##groep'], ['kopgroep'], ['kopgroep'], ['kopgroep'], ['kopgroep']]"
9824,scripts,1.4989708403591158,"[['s', '##c', '##r', '##ip', '##t', '##s'], ['sc', '##rip', '##ts'], ['sc', '##rip', '##ts'], ['sc', '##ript', '##s'], ['sc', '##ript', '##s'], ['scripts'], ['scripts'], ['scripts'], ['script', '##s']]"
5404,klankbord,1.4989708403591155,"[['kl', '##ank', '##b', '##or', '##d'], ['kl', '##ank', '##bo', '##r', '##d'], ['kl', '##ank', '##bord'], ['klank', '##bord'], ['kl', '##ank', '##bord'], ['klankbord'], ['klankbord'], ['klankbord'], ['klank', '##bord']]"
5815,korfbal,1.4989708403591155,"[['ko', '##r', '##f', '##b', '##al'], ['ko', '##r', '##f', '##bal'], ['ko', '##r', '##f', '##bal'], ['korf', '##bal'], ['kor', '##f', '##bal'], ['korfbal'], ['korfbal'], ['korfbal'], ['korfbal']]"
9298,ruimschoots,1.4989708403591155,"[['r', '##uim', '##sch', '##oot', '##s'], ['ruim', '##sch', '##oot', '##s'], ['ruim', '##sch', '##oot', '##s'], ['ruim', '##schoot', '##s'], ['ruim', '##sch', '##oots'], ['ruimschoots'], ['ruimschoots'], ['ruimschoots'], ['ruimschoots']]"
1445,bruikleen,1.4907119849998598,"[['br', '##ui', '##k', '##le', '##en'], ['bru', '##ik', '##le', '##en'], ['bru', '##ik', '##le', '##en'], ['bruik', '##leen'], ['bruik', '##leen'], ['bruikleen'], ['bruikleen'], ['bruikleen'], ['bruikleen']]"
